Location_no,Location,Municipality,Province,Region,Country
893,Doetinchem Stad,Doetinchem Stad,Gelderland,"",Nederland
895,Doeveren,"Drongelen, Haagoort, Gansoijen en Doeveren",Noord-Brabant,"",Nederland
897,Doezum,Grootegast,Groningen,"",Nederland
899,Dokkum,Dokkum,Friesland,"",Nederland
900,Doldersum,Vledder,Drenthe,"",Nederland
902,Domburg,Domburg,Zeeland,"",Nederland
903,Dommelen,Dommelen,Noord-Brabant,"",Nederland
904,Dongen,Dongen,Noord-Brabant,"",Nederland
905,Dongeradeel,Dongeradeel,Friesland,"",Nederland
906,Dongjum,Franekeradeel,Friesland,"",Nederland
907,Doniaga,Doniawerstal,Friesland,"",Nederland
908,Doniawerstal,Doniawerstal,Friesland,"",Nederland
909,Donkerbroek,Ooststellingwerf,Friesland,"",Nederland
912,Doorn,Doorn,Utrecht,"",Nederland
913,Doornenburg,Bemmel,Gelderland,"",Nederland
915,Unknown,Unknown,Unknown,"",Unknown
915,Doornspijk,Doornspijk,Gelderland,"",Nederland
917,Doorwerth,Renkum,Gelderland,"",Nederland
918,Dordrecht,Dordrecht,Zuid-Holland,"",Nederland
929,Drachten,Smallingerland,Friesland,"",Nederland
930,Drachtstercompagnie,Smallingerland,Friesland,"",Nederland
932,Drechterland,Drechterland,Noord-Holland,"",Nederland
933,Dreischor,Dreischor,Zeeland,"",Nederland
934,Drempt,Hummelo en Keppel,Gelderland,"",Nederland
936,Dreumel,Dreumel,Gelderland,"",Nederland
937,Driebergen,Driebergen,Utrecht,"",Nederland
938,Driebergen-Rijsenburg,Driebergen-Rijsenburg,Utrecht,"",Nederland
939,Driebruggen,Driebruggen,Zuid-Holland,"",Nederland
940,Driehuis,Velsen,Noord-Holland,"",Nederland
941,Driehuis,Wilnis,Utrecht,"",Nederland
942,Driehuizen,Hilvarenbeek,Noord-Brabant,"",Nederland
944,Driel,Heteren,Gelderland,"",Nederland
945,Driemond,Weesperkarspel,Noord-Holland,"",Nederland
946,Driesum,Dantumadeel,Friesland,"",Nederland
947,Driewegen,Driewegen,Zeeland,"",Nederland
948,Drimmelen,Drimmelen,Noord-Brabant,"",Nederland
949,Drogeham,Achtkarspelen,Friesland,"",Nederland
951,Drongelen,Drongelen,Noord-Brabant,"",Nederland
952,"Drongelen, Haagoort, Gansoijen en Doeveren","Drongelen, Haagoort, Gansoijen en Doeveren",Noord-Brabant,"",Nederland
954,Dronrijp,Menaldumadeel,Friesland,"",Nederland
955,Dronten,Dronten,Flevoland,"",Nederland
956,Drumpt,Wadenoijen,Gelderland,"",Nederland
957,Drunen,Drunen,Noord-Brabant,"",Nederland
958,Druten,Druten,Gelderland,"",Nederland
959,Dubbeldam,Dubbeldam,Zuid-Holland,"",Nederland
971,Duiveland,Duiveland,Zeeland,"",Nederland
972,Duiven,Duiven,Gelderland,"",Nederland
973,Duivendijke,Duivendijke,Zeeland,"",Nederland
974,Duivendrecht,Ouder-Amstel,Noord-Holland,"",Nederland
975,Duizel,Duizel en Steensel,Noord-Brabant,"",Nederland
976,Duizel en Steensel,Duizel en Steensel,Noord-Brabant,"",Nederland
977,Dulder,Weerselo,Overijssel,"",Nederland
984,Durgerdam,Durgerdam,Noord-Holland,"",Nederland
988,Dussen,Dussen,Noord-Brabant,"",Nederland
989,Duurswoude,Opsterland,Friesland,"",Nederland
990,Dwingeloo,Dwingeloo,Drenthe,"",Nederland
994,Echteld,Echteld,Gelderland,"",Nederland
995,Echten,Lemsterland,Friesland,"",Nederland
996,Echten,Ruinen,Drenthe,"",Nederland
997,Echtenerbrug,Lemsterland,Friesland,"",Nederland
998,Echt-Susteren,Echt-Susteren,Limburg,"",Nederland
999,Eck en Wiel,Maurik,Gelderland,"",Nederland
1001,Unknown,Unknown,Unknown,"",Unknown
1003,Edam,Edam,Noord-Holland,"",Nederland
1005,Edam-Volendam,Edam-Volendam,Noord-Holland,"",Nederland
1006,Ede,Ede (Ge),Gelderland,"",Nederland
1009,Edens,Hennaarderadeel,Friesland,"",Nederland
1010,Ederveen,Ede (Ge),Gelderland,"",Nederland
1015,Ee,Oostdongeradeel,Friesland,"",Nederland
1016,Eede,Eede (Ze),Zeeland,"",Nederland
1017,Eefde,Gorssel,Gelderland,"",Nederland
1021,Eekwerderdraai,Loppersum,Groningen,"",Nederland
1022,Eelde,Eelde,Drenthe,"",Nederland
1023,Eemnes,Eemnes,Utrecht,"",Nederland
1024,Eemnes-Binnen,Eemnes,Utrecht,"",Nederland
1025,Eemnes-Buiten,Eemnes,Utrecht,"",Nederland
1026,Een,Norg,Drenthe,"",Nederland
1027,Eenrum,Eenrum,Groningen,"",Nederland
1028,Eenum,Zandt 't,Groningen,"",Nederland
1029,Eernewoude,Tietjerksteradeel,Friesland,"",Nederland
1030,Eersel,Eersel,Noord-Brabant,"",Nederland
1031,Eerste Excloërmond,Odoorn,Drenthe,"",Nederland
1032,Eese,Steenwijkerwold,Overijssel,"",Nederland
1033,Eesergroen,Borger,Drenthe,"",Nederland
1034,Eeserveen,Borger,Drenthe,"",Nederland
1035,Eesterga,Lemsterland,Friesland,"",Nederland
1036,Eestrum,Tietjerksteradeel,Friesland,"",Nederland
1037,Eesveen,Steenwijkerwold,Overijssel,"",Nederland
1038,Eethen,Eethen,Noord-Brabant,"",Nederland
1039,Eexta,Scheemda,Groningen,"",Nederland
1040,Effen,Breda,Noord-Brabant,"",Nederland
1042,Egmond,Egmond,Noord-Holland,"",Nederland
1043,Egmond aan den Hoef,Egmond-Binnen,Noord-Holland,"",Nederland
1044,Egmond aan Zee,Egmond aan Zee,Noord-Holland,"",Nederland
1045,Egmond-Binnen,Egmond-Binnen,Noord-Holland,"",Nederland
1049,Eibergen,Eibergen,Gelderland,"",Nederland
1052,Eijgelshoven,Eijgelshoven,Limburg,"",Nederland
1053,Eijsden,Eijsden,Limburg,"",Nederland
1056,Eindhoven,Eindhoven,Noord-Brabant,"",Nederland
1064,Elahuizen,Hemelumer Oldeferd,Friesland,"",Nederland
1068,Elburg,Elburg,Gelderland,"",Nederland
1069,Elshout,Drunen,Noord-Brabant,"",Nederland
1071,Elden,Elst,Gelderland,"",Nederland
1072,Elkerzee,Elkerzee,Zeeland,"",Nederland
1074,Ellecom,Rheden,Gelderland,"",Nederland
1075,Ellemeet,Ellemeet,Zeeland,"",Nederland
1076,Ellertsveld,Zweeloo,Drenthe,"",Nederland
1078,Ellewoutsdijk,Ellewoutsdijk,Zeeland,"",Nederland
1084,Elshout,Drunen,Noord-Brabant,"",Nederland
1087,Elsloo,Elsloo,Limburg,"",Nederland
1088,Elsloo,Ooststellingwerf,Friesland,"",Nederland
1089,Elspeet,Ermelo,Gelderland,"",Nederland
1090,Elst,Elst,Gelderland,"",Nederland
1091,Elst,Overbetuwe,Gelderland,"",Nederland
1092,Elst,Rhenen,Utrecht,"",Nederland
1094,Elten,Elten,Gelderland,"",Nederland
1098,Elten,Elten,Gelderland,"",Nederland
1108,Emmeloord,Noordoostpolder,Overijssel,"",Nederland
1109,Emmen,Emmen,Drenthe,"",Nederland
1111,Emmer-Compascuum,Emmen,Drenthe,"",Nederland
1112,Emmererfscheiderveen,Emmen,Drenthe,"",Nederland
1116,Emmikhoven,Almkerk,Noord-Brabant,"",Nederland
1117,Emminkhuizen,Renswoude,Utrecht,"",Nederland
1118,Empel,Empel en Meerwijk,Noord-Brabant,"",Nederland
1119,Empel en Meerwijk,Empel en Meerwijk,Noord-Brabant,"",Nederland
1126,Engelen,Engelen,Noord-Brabant,"",Nederland
1127,Engelum,Menaldumadeel,Friesland,"",Nederland
1129,Engewormer,Wormer,Noord-Holland,"",Nederland
1132,Engwier,Wonseradeel,Friesland,"",Nederland
1133,Engwierum,Oostdongeradeel,Friesland,"",Nederland
1134,Enkhuizen,Enkhuizen,Noord-Holland,"",Nederland
1136,Enschede,Enschede,Overijssel,"",Nederland
1137,Enschot,Berkel-Enschot,Noord-Brabant,"",Nederland
1140,Enter,Wierden,Overijssel,"",Nederland
1141,Enumatil,Leek,Groningen,"",Nederland
1144,Epe,Epe,Gelderland,"",Nederland
1147,Eppenhuizen,Kantens,Groningen,"",Nederland
1151,Erica,Emmen,Drenthe,"",Nederland
1152,Erichem,Buren,Gelderland,"",Nederland
1157,Erlecom,Ubbergen,Gelderland,"",Nederland
1159,Ermelo,Ermelo,Gelderland,"",Nederland
1160,Erp,Erp,Noord-Brabant,"",Nederland
1164,Esbeek,Hilvarenbeek,Noord-Brabant,"",Nederland
1165,Esch,Esch,Noord-Brabant,"",Nederland
1166,Escharen,Escharen,Noord-Brabant,"",Nederland
1173,Espel,Noordoostpolder,Overijssel,"",Nederland
1180,Est,Est en Opijnen,Gelderland,"",Nederland
1181,Est en Opijnen,Est en Opijnen,Gelderland,"",Nederland
1182,Etten,Etten en Leur,Noord-Brabant,"",Nederland
1183,Etten en Leur,Etten en Leur,Noord-Brabant,"",Nederland
1188,Everdingen,Everdingen,Zuid-Holland,"",Nederland
1190,Eversdijk,Eversdijk,Zeeland,"",Nederland
1191,Ewijk,Ewijk,Gelderland,"",Nederland
1193,Exel,Laren (Ge),Gelderland,"",Nederland
1194,Exloo,Odoorn,Drenthe,"",Nederland
1195,Exmorra,Wonseradeel,Friesland,"",Nederland
1196,Ezinge,Ezinge,Groningen,"",Nederland
1199,Farmsum,Delfzijl,Groningen,"",Nederland
1202,Ferwerd,Ferwerderadeel,Friesland,"",Nederland
1203,Ferwerderadeel,Ferwerderadeel,Friesland,"",Nederland
1204,Ferwoude,Wonseradeel,Friesland,"",Nederland
1205,Fijnaart,Fijnaart en Heijningen,Noord-Brabant,"",Nederland
1206,Fijnaart en Heijningen,Fijnaart en Heijningen,Noord-Brabant,"",Nederland
1207,Finkum,Leeuwarderadeel,Friesland,"",Nederland
1208,Finsterwolde,Finsterwolde,Groningen,"",Nederland
1209,Firdgum,Barradeel,Friesland,"",Nederland
1211,Fochteloo,Ooststellingwerf,Friesland,"",Nederland
1212,Follega,Lemsterland,Friesland,"",Nederland
1213,Folsgare,Wymbritseradeel,Friesland,"",Nederland
1215,Formerum,Terschelling,Friesland,"",Nederland
1219,Fort Bath,Rilland-Bath,Zeeland,"",Nederland
1221,Foudgum,Westdongeradeel,Friesland,"",Nederland
1223,Foxham,Hoogezand,Groningen,"",Nederland
1224,Foxham,Slochteren,Groningen,"",Nederland
1225,Foxhol,Hoogezand,Groningen,"",Nederland
1226,Foxhosterbosch,Hoogezand,Groningen,"",Nederland
1227,Foxwolde,Roden,Drenthe,"",Nederland
1228,Franeker,Franeker,Friesland,"",Nederland
1230,Franekeradeel,Franekeradeel,Friesland,"",Nederland
1234,Gebroek,Echt,Limburg,"",Nederland
1235,Frederiksoord,Vledder,Drenthe,"",Nederland
1236,Frederiksoord,Weststellingwerf,Friesland,"",Nederland
1242,Friens,Idaarderadeel,Friesland,"",Nederland
1245,Gaast,Schoterland,Friesland,"",Nederland
1246,Gaast,Wonseradeel,Friesland,"",Nederland
1247,Gaasterland,Gaasterland,Friesland,"",Nederland
1248,Unknown,Gaasterland,Friesland,"",Nederland
1249,Gaastmeer,Wymbritseradeel,Friesland,"",Nederland
1250,Galamadammen,Hemelumer Oldeferd,Friesland,"",Nederland
1252,Gameren,Gameren,Gelderland,"",Nederland
1254,Gendringen,Gendringen,Gelderland,"",Nederland
1255,Gapinge,Vrouwenpolder,Zeeland,"",Nederland
1256,Gersloot,Aengwirden,Friesland,"",Nederland
1257,Garijp,Tietjerksteradeel,Friesland,"",Nederland
1258,Garmerwolde,Ten Boer,Groningen,"",Nederland
1259,Garnwerd,Ezinge,Groningen,"",Nederland
1261,Garrelsweer,Loppersum,Groningen,"",Nederland
1262,Garsthuizen,Stedum,Groningen,"",Nederland
1263,Gassel,Gassel,Noord-Brabant,"",Nederland
1263,Unknown,Unknown,Unknown,"",Unknown
1264,Gasselte,Gasselte,Drenthe,"",Nederland
1265,Gastel,"Soerendonk, Sterksel en Gastel",Noord-Brabant,"",Nederland
1266,Gauw,Wymbritseradeel,Friesland,"",Nederland
1270,Geertruidenberg,Geertruidenberg,Noord-Brabant,"",Nederland
1271,Geervliet,Geervliet,Zuid-Holland,"",Nederland
1272,Geestdorp,Woerden,Utrecht,"",Nederland
1273,Geesteren,Borculo,Gelderland,"",Nederland
1274,Geesteren,Tubbergen,Overijssel,"",Nederland
1275,Geffen,Geffen,Noord-Brabant,"",Nederland
1277,Geldermalsen,Geldermalsen,Gelderland,"",Nederland
1280,Geldrop,Geldrop,Noord-Brabant,"",Nederland
1281,Geleen,Geleen,Limburg,"",Nederland
1285,Gemert,Gemert,Noord-Brabant,"",Nederland
1286,Gemert-Bakel,Gemert-Bakel,Noord-Brabant,"",Nederland
1289,Genderen,"Heesbeen, Eethen en Genderen ",Noord-Brabant,"",Nederland
1290,Gendringen,Gendringen,Gelderland,"",Nederland
1291,Gendt,Gendt,Gelderland,"",Nederland
1292,Genemuiden,Genemuiden,Overijssel,"",Nederland
1295,Gennep,Gennep,Limburg,"",Nederland
1299,Genum,Ferwerderadeel,Friesland,"",Nederland
1303,Gerkesklooster,Achtkarspelen,Friesland,"",Nederland
1308,Gersloot,Aengwirden,Friesland,"",Nederland
1309,Gersloot,Heerenveen,Friesland,"",Nederland
1312,Gerverscop,Gerverscop,Utrecht,"",Nederland
1314,Gestel,Eindhoven,Noord-Brabant,"",Nederland
1315,Giessen,Giessen,Noord-Brabant,"",Nederland
1316,Gestel en Blaarthem,Gestel en Blaarthem,Noord-Brabant,"",Nederland
1319,Geulle,Geulle,Limburg,"",Nederland
1323,Giekerk,Tietjerksteradeel,Friesland,"",Nederland
1324,Giesbeek,Zevenaar,Gelderland,"",Nederland
1325,Giessen,Giessen,Noord-Brabant,"",Nederland
1327,Giessenburg,Giessenburg,Zuid-Holland,"",Nederland
1328,Giessendam,Giessendam,Zuid-Holland,"",Nederland
1329,Giessenlanden,Giessenlanden,Zuid-Holland,"",Nederland
1330,Giessen-Nieuwkerk,Giessen-Nieuwkerk,Zuid-Holland,"",Nederland
1331,Giessen-Oudkerk,Giessendam,Zuid-Holland,"",Nederland
1332,Gieten,Gieten,Drenthe,"",Nederland
1333,Giethoorn,Giethoorn,Overijssel,"",Nederland
1336,Gilze,Gilze en Rijen,Noord-Brabant,"",Nederland
1337,Gilze en Rijen,Gilze en Rijen,Noord-Brabant,"",Nederland
1338,Ginneken,Breda,Noord-Brabant,"",Nederland
1339,Ginneken,Ginneken en Bavel,Noord-Brabant,"",Nederland
1340,Ginneken en Bavel,Ginneken en Bavel,Noord-Brabant,"",Nederland
1344,Glane,Losser,Overijssel,"",Nederland
1345,Glanerbrug,Enschede,Overijssel,"",Nederland
1346,Glanerbrug,Lonneker,Overijssel,"",Nederland
1347,Glanerbrug,Losser,Overijssel,"",Nederland
1351,Glimmen,Haren,Groningen,"",Nederland
1355,Goedereede,Goedereede,Zuid-Holland,"",Nederland
1356,Goënga,Wymbritseradeel,Friesland,"",Nederland
1357,Goëngahuizen,Smallingerland,Friesland,"",Nederland
1358,Goëngamieden,Wymbritseradeel,Friesland,"",Nederland
1359,Goes,Goes,Zeeland,"",Nederland
1361,Goingarijp,Doniawerstal,Friesland,"",Nederland
1362,Goirle,Goirle,Noord-Brabant,"",Nederland
1365,Goor,Goor,Overijssel,"",Nederland
1369,Gorinchem,Gorinchem,Zuid-Holland,"",Nederland
1370,Gorredijk,Opsterland,Friesland,"",Nederland
1371,Gorssel,Gorssel,Gelderland,"",Nederland
1372,Gouda,Gouda,Zuid-Holland,"",Nederland
1373,Gouderak,Gouderak,Zuid-Holland,"",Nederland
1374,Goudriaan,Goudriaan,Zuid-Holland,"",Nederland
1375,Goudswaard,Goudswaard,Zuid-Holland,"",Nederland
1376,Goutum,Leeuwarderadeel,Friesland,"",Nederland
1377,Graafstroom,Graafstroom,Zuid-Holland,"",Nederland
1378,Graauw,Graauw en Langendam,Zeeland,"",Nederland
1379,Graauw en Langendam,Graauw en Langendam,Zeeland,"",Nederland
1381,Grafhorst,Grafhorst,Overijssel,"",Nederland
1382,Graft,Graft,Noord-Holland,"",Nederland
1383,Graft-De Rijp,Graft-De Rijp,Noord-Holland,"",Nederland
1385,Gramsbergen,Gramsbergen,Overijssel,"",Nederland
1387,Grathem,Grathem,Limburg,"",Nederland
1388,Grave,Grave,Noord-Brabant,"",Nederland
1389,Graveland 's-,'s-Graveland,Noord-Holland,"",Nederland
1390,Gravendeel 's-,'s-Gravendeel,Zuid-Holland,"",Nederland
1391,Gravenhage 's-,'s-Gravenhage,Zuid-Holland,"",Nederland
1392,Gravenmoer 's-,'s-Gravenmoer,Noord-Brabant,"",Nederland
1393,Gravenpolder 's-,'s-Gravenpolder,Zeeland,"",Nederland
1394,Gravenzande 's-,'s-Gravenzande,Zuid-Holland,"",Nederland
1395,Gravesloot 's-,'s-Gravesloot,Utrecht,"",Nederland
1403,Greonterp,Wonseradeel,Friesland,"",Nederland
1404,Grevenbicht,Grevenbicht,Limburg,"",Nederland
1405,Griendtsveen,Horst,Limburg,"",Nederland
1410,Grijpskerk,Grijpskerk,Groningen,"",Nederland
1411,Grijpskerke,Grijpskerke,Zeeland,"",Nederland
1413,Groede,Groede,Zeeland,"",Nederland
1414,Groenekan,Maartensdijk,Utrecht,"",Nederland
1416,Groeneveld,Groeneveld,Zuid-Holland,"",Nederland
1418,Groenlo,Groenlo,Gelderland,"",Nederland
1419,Groesbeek,Groesbeek,Gelderland,"",Nederland
1420,Groessen,Duiven,Gelderland,"",Nederland
1421,Groet,Schoorl,Noord-Holland,"",Nederland
1422,Grollo,Rolde,Drenthe,"",Nederland
1423,Grolloo,Rolde,Drenthe,"",Nederland
1426,Groningen,Groningen,Groningen,"",Nederland
1427,Gronsveld,Gronsveld,Limburg,"",Nederland
1428,Groot-Ammers,Groot-Ammers,Zuid-Holland,"",Nederland
1429,Groote Lindt,Groote Lindt,Zuid-Holland,"",Nederland
1430,Grootebroek,Grootebroek,Noord-Holland,"",Nederland
1430,Unknown,Unknown,Unknown,"",Unknown
1431,Grootegast,Grootegast,Groningen,"",Nederland
1432,Groot-Linden,Linden,Noord-Brabant,"",Nederland
1433,Groot-Loosduinen,Loosduinen,Zuid-Holland,"",Nederland
1434,Grootschermer,Schermer,Noord-Holland,"",Nederland
1435,Haaren,Haaren,Noord-Brabant,"",Nederland
1436,Grouw,Idaarderadeel,Friesland,"",Nederland
1437,Grubbenvorst,Grubbenvorst,Limburg,"",Nederland
1438,Gulpen,Gulpen,Limburg,"",Nederland
1441,Haaften,Haaften,Gelderland,"",Nederland
1442,Haage,Haage,Noord-Brabant,"",Nederland
1443,Haaksbergen,Haaksbergen,Overijssel,"",Nederland
1443,Unknown,Unknown,Unknown,"",Unknown
1444,Haamstede,Haamstede,Zeeland,"",Nederland
1448,Haaren,Haaren,Noord-Brabant,"",Nederland
1449,Haarle,Hellendoorn,Overijssel,"",Nederland
1450,Haarlem,Haarlem,Noord-Holland,"",Nederland
1451,Haarlemmerliede,Haarlemmerliede,Noord-Holland,"",Nederland
1453,Haarlemmerliede en Spaarnwoude,Haarlemmerliede en Spaarnwoude,Noord-Holland,"",Nederland
1454,Haarlemmermeer,Haarlemmermeer,Noord-Holland,"",Nederland
1455,Haarzuilens,Haarzuilens,Utrecht,"",Nederland
1456,Haastrecht,Haastrecht,Zuid-Holland,"",Nederland
1457,Haelen,Haelen,Limburg,"",Nederland
1458,Hagestein,Hagestein,Zuid-Holland,"",Nederland
1460,Halderberge,Halderberge,Noord-Brabant,"",Nederland
1463,Halfweg,Haarlemmerliede en Spaarnwoude,Noord-Holland,"",Nederland
1468,Hallum,Ferwerderadeel,Friesland,"",Nederland
1469,Halsteren,Halsteren,Noord-Brabant,"",Nederland
1479,Handel,Gemert,Noord-Brabant,"",Nederland
1481,Hansweert,Kruiningen,Zeeland,"",Nederland
1482,Hantum,Westdongeradeel,Friesland,"",Nederland
1483,Hantumeruitburen,Westdongeradeel,Friesland,"",Nederland
1484,Hantumhuizen,Westdongeradeel,Friesland,"",Nederland
1485,Hapert,Bladel en Netersel,Noord-Brabant,"",Nederland
1486,Haps,Haps,Noord-Brabant,"",Nederland
1489,Hardegarijp,Tietjerksteradeel,Friesland,"",Nederland
1490,Hardenberg,Hardenberg,Overijssel,"",Nederland
1491,Hardenberg Ambt,Hardenberg Ambt,Overijssel,"",Nederland
1492,Hardenberg Stad,Hardenberg Stad,Overijssel,"",Nederland
1493,Harderwijk,Harderwijk,Gelderland,"",Nederland
1494,Hardinxveld,Hardinxveld,Zuid-Holland,"",Nederland
1495,Hardinxveld-Giessendam,Hardinxveld-Giessendam,Zuid-Holland,"",Nederland
1496,Haren,Haren,Groningen,"",Nederland
1497,Haren (bij Megen),"Megen, Haren en Macharen",Noord-Brabant,"",Nederland
1498,Harenkarspel,Harenkarspel,Noord-Holland,"",Nederland
1499,Harfsen,Gorssel,Gelderland,"",Nederland
1500,Hargen,Schoorl,Noord-Holland,"",Nederland
1501,Harich,Gaasterland,Friesland,"",Nederland
1502,Harkema Opeinde,Achtkarspelen,Friesland,"",Nederland
1503,Harkema-Opeinde,Achtkarspelen,Friesland,"",Nederland
1504,Harkstede,Slochteren,Groningen,"",Nederland
1505,Harlingen,Harlingen,Friesland,"",Nederland
1506,Harmelen,Harmelen,Utrecht,"",Nederland
1508,Hattemerbroek,Hattem,Gelderland,"",Nederland
1509,Harreveld,Lichtenvoorde,Gelderland,"",Nederland
1512,Hartwerd,Wonseradeel,Friesland,"",Nederland
1515,Haskerbrug,Haskerland,Friesland,"",Nederland
1516,Haskerdijken,Haskerland,Friesland,"",Nederland
1517,Haskerhorne,Haskerland,Friesland,"",Nederland
1518,Haskerland,Haskerland,Friesland,"",Nederland
1519,Hasselo,Weerselo,Overijssel,"",Nederland
1522,Hasselt,Hasselt,Overijssel,"",Nederland
1525,Hatert,Nijmegen,Gelderland,"",Nederland
1527,Hattem,Hattem,Gelderland,"",Nederland
1528,Hattemerbroek,Oldebroek,Gelderland,"",Nederland
1532,Haule,Ooststellingwerf,Friesland,"",Nederland
1533,Haulerwijk,Ooststellingwerf,Friesland,"",Nederland
1535,Hauwert,Wervershoof,Noord-Holland,"",Nederland
1537,Havelte,Havelte,Drenthe,"",Nederland
1542,Hazerswoude,Hazerswoude,Zuid-Holland,"",Nederland
1544,Hedel,Hedel,Gelderland,"",Nederland
1545,Hedikhuizen,Hedikhuizen,Noord-Brabant,"",Nederland
1546,Heeg,Wymbritseradeel,Friesland,"",Nederland
1547,Heel,Heel,Limburg,"",Nederland
1548,Heel en Panheel,Heel en Panheel,Limburg,"",Nederland
1549,Heelsum,Renkum,Gelderland,"",Nederland
1550,Heemskerk,Heemskerk,Noord-Holland,"",Nederland
1551,Heemstede,Heemstede,Noord-Holland,"",Nederland
1552,Heenvliet,Heenvliet,Zuid-Holland,"",Nederland
1553,Heer,Heer,Limburg,"",Nederland
1554,Heer Abtskerke 's-,'s-Heer Abtskerke,Zeeland,"",Nederland
1555,Heer Arendskerke 's-,'s-Heer Arendskerke,Zeeland,"",Nederland
1556,Heer en Keer,Heer en Keer,Limburg,"",Nederland
1557,Heer Hendrikskinderen 's-,'s-Heer Hendrikskinderen,Zeeland,"",Nederland
1558,Heeraartsberg 's- en Bergambacht,Heeraartsberg 's- en Bergambacht,Zuid-Holland,"",Nederland
1559,Heerde,Heerde,Gelderland,"",Nederland
1561,Unknown,Unknown,Unknown,"",Unknown
1561,Heerenbergh 's-,Bergh,Gelderland,"",Nederland
1562,Heerenbroek 's-,Zwollerkerspel,Overijssel,"",Nederland
1563,Heerenhoek 's-,'s-Heerenhoek,Zeeland,"",Nederland
1564,Heerenlo 's-,Ermelo,Gelderland,"",Nederland
1565,Heerenveen,Aengwirden,Friesland,"",Nederland
1566,Heerenveen,Haskerland,Friesland,"",Nederland
1567,Heerenveen,Heerenveen,Friesland,"",Nederland
1568,Heerenveen,Schoterland,Friesland,"",Nederland
1569,Heerewaarden,Heerewaarden,Gelderland,"",Nederland
1570,Heerhugowaard,Heerhugowaard,Noord-Holland,"",Nederland
1571,Heerjansdam,Heerjansdam,Zuid-Holland,"",Nederland
1573,Heerlen,Heerlen,Limburg,"",Nederland
1574,Heerlerheide,Heerlen,Limburg,"",Nederland
1575,Hees,Ruinen,Drenthe,"",Nederland
1576,Hees,Nijmegen,Gelderland,"",Nederland
1578,Heesbeen,"Heesbeen, Eethen en Genderen",Noord-Brabant,"",Nederland
1579,"Heesbeen, Eethen en Genderen","Heesbeen, Eethen en Genderen",Noord-Brabant,"",Nederland
1580,Heesch,Heesch,Noord-Brabant,"",Nederland
1581,Heeswijk,Heeswijk,Noord-Brabant,"",Nederland
1582,Heeswijk-Dinther,Heeswijk-Dinther,Noord-Brabant,"",Nederland
1583,Heeze,Heeze,Noord-Brabant,"",Nederland
1584,Heeze-Leende,Heeze-Leende,Noord-Brabant,"",Nederland
1585,Hefshuizen,Hefshuizen,Groningen,"",Nederland
1586,Hei- en Boeicop,Hei- en Boeicop,Zuid-Holland,"",Nederland
1589,Heidenschap,Workum,Friesland,"",Nederland
1592,Heijen,Bergen (LI),Limburg,"",Nederland
1595,Heille,Heille,Zeeland,"",Nederland
1596,Heiloo,Heiloo,Noord-Holland,"",Nederland
1597,Heinenoord,Heinenoord,Zuid-Holland,"",Nederland
1598,Heinkenszand,Heinkenszand,Zeeland,"",Nederland
